,end_position,entity_type,lefts,rights,start_position,subtree,text_value
5149,349440,CARDINAL,"[448:5,18, 450:3,10]",[],349434,"[413:13441:2, 445:13,18,19,23, 448:5,18, 450:3,10, 450:20]",450:20
5150,349450,CARDINAL,[],[],349441,"[451:17,20]","451:17,20"
5151,349456,PRODUCT,[],[],349451,[452:5],452:5
5152,349463,CARDINAL,[],[],349457,[453:18],453:18
5153,349469,PRODUCT,[453:18],[],349464,"[453:18, 454:9]",454:9
5154,349476,ORG,[],[],349470,[455:12],455:12
5155,349503,CARDINAL,[],[],349498,[460:6],460:6
5156,349510,CARDINAL,[],[],349504,[460:25],460:25
5157,349525,ORG,[],[],349520,[463:8],463:8
5158,349532,NORP,[],[],349526,[467:25],467:25
5159,349542,CARDINAL,[],[],349533,"[468:12,23]","468:12,23"
5160,349562,CARDINAL,[],[],349556,[478:18],478:18
5161,349591,CARDINAL,[],[],349585,[495:12],495:12
5162,349610,CARDINAL,[],[],349605,[500:5],500:5
5163,349782,WORK_OF_ART,[],[],349683,"[000000403.0001\n\n269:16, 000000403.0005\n\n269:17, 000000606.0001\n\n269:15, 000000606.0172\n\n269:15]",000000403.0001\n\n269:16 000000403.0005\n\n269:17 000000606.0001\n\n269:15 000000606.0172\n\n269:15
5164,349908,CARDINAL,[000000799.0026\n\n267:12],[],349884,"[000000678.0001\n\n268:21, 000000678.0004\n\n268:21, 000000799.00010\n\n267:11, 000000799.0026\n\n267:12, 000000800.0001\n\n267:13]",000000800.0001\n\n267:13
5165,350008,CARDINAL,[000000802.0027\n\n267:16],[],349984,"[000000802.0027\n\n267:16, 000000803.0001\n\n267:17]",000000803.0001\n\n267:17
5166,350058,CARDINAL,[000000803.0027\n\n267:18],[],350034,"[000000803.0027\n\n267:18, 000000804.0001\n\n267:19]",000000804.0001\n\n267:19
5167,350133,CARDINAL,[000000805.0001\n\n267:21],[],350109,"[000000805.0001\n\n267:21, 000000805.0031\n\n267:22]",000000805.0031\n\n267:22
5168,350192,CARDINAL,[],[],350187,[268:3],268:3
5169,350216,CARDINAL,[268:3],[],350193,"[268:3, 000000807.0001\n\n268:2]",000000807.0001\n\n268:2
5170,350240,CARDINAL,[],[],350217,[000000867.0001\n\n268:9],000000867.0001\n\n268:9
5171,350264,CARDINAL,[000000867.0001\n\n268:9],[],350241,"[000000867.0001\n\n268:9, 000000867.0003\n\n268:9]",000000867.0003\n\n268:9
5172,350324,CARDINAL,[000000871.0003\n\n268:13],[],350315,"[000000871.0003\n\n268:13, 000001021]",000001021
5173,350776,NORP,[000003159.0002\n\n268:5\n\n000003191.0001\n\n268:23],[],350752,"[000003128.0002\n\n268:18, 000003129.0001\n\n269:6, 000003129.0010\n\n269:7, 000003159.0001\n\n268:5, 000003159.0002\n\n268:5\n\n000003191.0001\n\n268:23, 000003191.0002\n\n268:23]",000003191.0002\n\n268:23
5174,350824,PRODUCT,[000003192.0001\n\n269:3],[],350801,"[000003128.0002\n\n268:18, 000003129.0001\n\n269:6, 000003129.0010\n\n269:7, 000003159.0001\n\n268:5, 000003159.0002\n\n268:5\n\n000003191.0001\n\n268:23, 000003191.0002\n\n268:23, 000003192.0001\n\n269:3, 000003192.0002\n\n269:3]",000003192.0002\n\n269:3
5175,350936,CARDINAL,[],[ ],350925,"[344:9\n\n05,  ]",344:9\n\n05
5176,350950,CARDINAL,[344:9\n\n05],[  ],350938,"[344:9\n\n05,  , 333:25\n\n06,   ]",333:25\n\n06
5177,350959,CARDINAL,[],[],350953,[333:25],333:25
5178,350982,TIME,[333:25],[],350960,"[333:25, 09:01,   , 271:4, 09:05,   ]",09:01   271:4 09:05   
5179,350994,CARDINAL,[272:23],[ ],350989,"[272:23, 09:06,  ]",09:06
5180,351037,PERSON,[],[],351016,"[09:41,  , 291:25\n\n1,   ]",09:41  291:25\n\n1   
5181,351065,CARDINAL,[],[],351060,[279:4],279:4
5182,351071,CARDINAL,[],[],351066,[285:2],285:2
5183,351078,CARDINAL,[],[],351072,[290:20],290:20
5184,351085,ORG,[],[],351079,[292:24],292:24
5185,351096,CARDINAL,"[285:2, 290:20, 292:24]","[319:8, 10, 299:22]",351086,"[285:2, 290:20, 292:24, 294:8,9,10, 298:12, 300:7,21, 309:8, 313:4, 319:8, 323:18, 328:25, 10,   , 299:22]","294:8,9,10"
5186,351103,GPE,[],[],351097,[298:12],298:12
5187,351118,CARDINAL,[298:12],[],351104,"[298:12, 300:7,21, 309:8]","300:7,21 309:8"
5188,351130,CARDINAL,[309:8],[],351119,"[298:12, 300:7,21, 309:8, 313:4, 319:8]",313:4 319:8
5189,351137,CARDINAL,[],[],351131,[323:18],323:18
5190,351147,CARDINAL,[328:25],[  ],351145,"[323:18, 328:25, 10,   ]",10
5191,351150,ORG,[],[],351148,[  ],  
5192,351156,CARDINAL,[],[],351150,[299:22],299:22
5193,351181,PRODUCT,[],[],351157,"[300:2,3\n\n313:4,8, 342:8]","300:2,3\n\n313:4,8 342:8"
5194,351187,CARDINAL,[],[],351182,[367:3],367:3
5195,351196,ORG,[367:3],[ ],351188,"[367:3, 10/20/66,  ]",10/20/66
5196,351213,PERSON,[],[  ],351198,"[268:10, 10/21/61,   ]",268:10 10/21/61
5197,351222,CARDINAL,[],"[10/27/77, 268:14]",351216,"[269:21, 10/27/77,  , 268:14]",269:21
5198,351231,CARDINAL,[],[ ],351223,"[10/27/77,  ]",10/27/77
5199,351243,CARDINAL,[],[ ],351240,"[100,  ]",100
5200,351264,CARDINAL,"[100, 401:8,21403:22]",[ ],351260,"[100,  , 401:8,21403:22, 1021,  ]",1021
5201,351289,CARDINAL,[],[],351273,[295:17\n\n295:22],295:17\n\n295:22
5202,351294,CARDINAL,[295:17\n\n295:22],[ ],351290,"[295:17\n\n295:22, 1032,  ]",1032
5203,351310,PERSON,[],[348:17],351296,"[268:10, 282:3,5, 105,  , 348:17, 378:16, 10:44,   ]","268:10 282:3,5"
5204,351314,CARDINAL,[],[ ],351311,"[105,  ]",105
5205,351322,CARDINAL,[105],[10:44],351316,"[105,  , 348:17, 378:16, 10:44,   ]",348:17
5206,351338,ORG,[],[],351336,[  ],  
5207,351371,PRODUCT,[],[],351338,"[327:2\n\n212, -, 279, -, 9424\n\nVERITEXT]",327:2\n\n212-279-9424\n\nVERITEXT
5208,351444,CARDINAL,[],[],351390,[www.veritext.com\n\n212-490-3430\x0c\npgNbr=248\n[10th],www.veritext.com\n\n212-490-3430\x0c\npgNbr=248\n[10th
5209,351559,PERSON,[],[],351451,[                                                                                                            ],                                                                                                            
5210,351580,CARDINAL,[],[],351574,[292:21],292:21
5211,351592,CARDINAL,[],[],351581,[294:4\n\t18],294:4\n\t18
5212,351616,CARDINAL,[],[],351593,"[366:19,21367:11\n\t1964]","366:19,21367:11\n\t1964"
5213,351623,ORG,[],[],351617,[301:13],301:13
5214,351635,CARDINAL,[301:13],[],351624,"[301:13, 319:2\n\t20]",319:2\n\t20
5215,351660,CARDINAL,[319:2\n\t20],[],351636,"[301:13, 319:2\n\t20, 366:12,14,16,20\n\n295:7]","366:12,14,16,20\n\n295:7"
5216,351718,CARDINAL,"[375:11\n\t367:17\n\t342:1\n\t366:21,23]",[],351700,"[375:11\n\t367:17\n\t342:1\n\t366:21,23, 367:8,16\n\n11,000]","367:8,16\n\n11,000"
5217,351730,CARDINAL,"[367:8,16\n\n11,000]",[],351719,"[375:11\n\t367:17\n\t342:1\n\t366:21,23, 367:8,16\n\n11,000, 281:5\n\t19]",281:5\n\t19
5218,351751,CARDINAL,"[281:5\n\t19, 474:1\n\t1965]",[],351745,"[375:11\n\t367:17\n\t342:1\n\t366:21,23, 367:8,16\n\n11,000, 281:5\n\t19, 474:1\n\t1965, 267:19]",267:19
5219,351798,CARDINAL,[],[],351784,[268:20\n\t1941],268:20\n\t1941
5220,351824,PRODUCT,[],[],351799,"[389:1,22\n\t274:21\n\t200]","389:1,22\n\t274:21\n\t200"
5221,351845,CARDINAL,"[268:20\n\t1941, 389:1,22\n\t274:21\n\t200]",[],351825,"[268:20\n\t1941, 389:1,22\n\t274:21\n\t200, 394:3,10\n\n11/20/61]","394:3,10\n\n11/20/61"
5222,351865,GPE,[],[],351846,"[464:23\n\t391:15,17]","464:23\n\t391:15,17"
5223,351879,CARDINAL,[],[],351866,[392:5\n\t1966],392:5\n\t1966
5224,351886,CARDINAL,[],[275:7\n\t2000],351880,"[267:21, 275:7\n\t2000]",267:21
5225,351900,CARDINAL,[],[],351887,[275:7\n\t2000],275:7\n\t2000
5226,351943,CARDINAL,[],[],351901,"[311:11312:23\n\n474:1\n\t395:1,4\n\t275:12]","311:11312:23\n\n474:1\n\t395:1,4\n\t275:12"
5227,351960,PRODUCT,[],[],351944,[282:11\n\t319:19],282:11\n\t319:19
5228,351981,CARDINAL,[282:11\n\t319:19],[],351961,"[282:11\n\t319:19, 322:4,14,22\n\n11175]","322:4,14,22\n\n11175"
5229,351998,CARDINAL,[],['s],351982,"[264:7,9\n\t1950\, 's]","264:7,9\n\t1950\"
5230,352022,CARDINAL,[],[],352001,"[458:16,20\n\t314:2,23]","458:16,20\n\t314:2,23"
5231,352039,CARDINAL,"[458:16,20\n\t314:2,23]",[],352023,"[458:16,20\n\t314:2,23, 318:22\n\t369:19]",318:22\n\t369:19
5232,352086,CARDINAL,"[318:22\n\t369:19, 458:9\n\n113]",[],352053,"[458:16,20\n\t314:2,23, 318:22\n\t369:19, 458:9\n\n113, 371:8\n\t459:2, 466:1\n\t319:11,19]","371:8\n\t459:2 466:1\n\t319:11,19"
5233,352133,CARDINAL,[],[],352127,[268:14],268:14
5234,352148,CARDINAL,[],[446:10],352134,"[289:17\n\t1952, 446:10]",289:17\n\t1952
5235,352155,CARDINAL,[],[],352149,[446:10],446:10
5236,352190,CARDINAL,[],[],352176,[485:17\n\t2004],485:17\n\t2004
5237,352220,CARDINAL,"[454:10\n\t322:14,22, 485:17\n\t2004]",[],352191,"[454:10\n\t322:14,22, 485:17\n\t2004, 295:12\n\n289:19\n\t454:19,22]","295:12\n\n289:19\n\t454:19,22"
5238,352241,CARDINAL,[498:7\n\t1967],[],352235,"[498:7\n\t1967, 267:23]",267:23
5239,352292,CARDINAL,[509:23\n\n114],[],352278,"[509:23\n\n114, 377:15\n\t1954]",377:15\n\t1954
5240,352312,CARDINAL,[],[],352293,"[467:16\n\t275:18,21]","467:16\n\t275:18,21"
5241,352344,CARDINAL,[],[],352328,"[264:7,9\n\n11:00]","264:7,9\n\n11:00"
5242,352384,CARDINAL,[276:22],[],352366,"[276:22, 277:10\n\t328:7,13]","277:10\n\t328:7,13"
5243,352399,CARDINAL,[],[],352385,[485:18\n\t2008],485:18\n\t2008
5244,352414,CARDINAL,[485:18\n\t2008],[],352400,"[485:18\n\t2008, 264:3\n\n11:17]",264:3\n\n11:17
5245,352439,CARDINAL,[],[],352415,[331:23\n\t277:16\n\t1968],331:23\n\t277:16\n\t1968
5246,352460,ORG,[],[],352446,"[276:3,6\n\t201]","276:3,6\n\t201"
5247,352476,CARDINAL,"[276:3,6\n\t201]",[],352461,"[276:3,6\n\t201, 265:23\n\n11:24]",265:23\n\n11:24
5248,352490,CARDINAL,[],[],352477,[332:2\n\t1956],332:2\n\t1956
5249,352507,CARDINAL,[332:2\n\t1956],[],352491,"[332:2\n\t1956, 278:4,15\n\t1969]","278:4,15\n\t1969"
5250,352532,CARDINAL,[],[],352526,[342:18],342:18
5251,352547,CARDINAL,[342:18],[],352533,"[342:18, 345:2\n\n11:43]",345:2\n\n11:43
5252,352585,DATE,[],[],352548,"[344:21\n\t1957, 440:11441:23\n\t286:15]",344:21\n\t1957 440:11441:23\n\t286:15
5253,352619,PRODUCT,[],[],352605,[356:9\n\n11:47],356:9\n\n11:47
5254,352636,ORG,"[313:8,16\n\t348:16, 356:9\n\n11:47]",[],352620,"[313:8,16\n\t348:16, 356:9\n\n11:47, 344:25\n\t442:16]",344:25\n\t442:16
5255,352675,CARDINAL,[],[],352657,"[284:8,23\n\t368:24]","284:8,23\n\t368:24"
5256,352750,CARDINAL,[],[],352732,"[264:11,22\n\n12:06]","264:11,22\n\n12:06"
5257,352785,CARDINAL,"[362:2\n\t1958, 267:9]",[],352771,"[362:2\n\t1958, 267:9, 271:21\n\t1977]",271:21\n\t1977
5258,352792,CARDINAL,[],[],352786,[289:23],289:23
5259,352807,CARDINAL,[289:23],[],352793,"[289:23, 290:9\n\t271:3]",290:9\n\t271:3
5260,352828,CARDINAL,[],[],352814,[508:14\n\n1355],508:14\n\n1355
5261,352907,ORG,"[265:3\n\t272:2, 294:5\n\t292:5\n\t509:17\n\n13:07]",[],352885,"[508:14\n\n1355, 265:3\n\t272:2, 292:21, 294:5\n\t292:5\n\t509:17\n\n13:07, 364:1\n\t295:7\n\t1979]",364:1\n\t295:7\n\t1979
5262,352922,ORG,[],[],352908,[384:17\n\t20th],384:17\n\t20th
5263,352935,ORG,[384:17\n\t20th],[],352923,"[384:17\n\t20th, 282:11\n\n14]",282:11\n\n14
5264,352941,CARDINAL,[],[],352936,[281:4],281:4
5265,352959,CARDINAL,[],[],352942,"[289:18,25\n\t1959]","289:18,25\n\t1959"
5266,352979,DATE,"[289:18,25\n\t1959]",[],352960,"[289:18,25\n\t1959, 267:11272:7\n\t1980]",267:11272:7\n\t1980
5267,353062,CARDINAL,[300:9],[],353025,"[300:9, 302:1\n\t272:11,18\n\t496:10,11\n\t22]","302:1\n\t272:11,18\n\t496:10,11\n\t22"
5268,353102,CARDINAL,[],[],353096,[410:23],410:23
5269,353139,PERSON,[],[],353118,"[269:14, 330:20\n\t22nd]",269:14 330:20\n\t22nd
5270,353224,CARDINAL,[],[],353210,[410:10\n\t1961],410:10\n\t1961
5271,353231,CARDINAL,[],[],353225,[267:13],267:13
5272,353284,CARDINAL,[],[],353278,[276:22],276:22
5273,353318,CARDINAL,"[265:8\n\n14th, 276:22]",[],353285,"[265:8\n\n14th, 276:22, 277:16\n\t273:11297:12,17\n\t1990]","277:16\n\t273:11297:12,17\n\t1990"
5274,353337,CARDINAL,"[277:16\n\t273:11297:12,17\n\t1990]",[],353319,"[265:8\n\n14th, 276:22, 277:16\n\t273:11297:12,17\n\t1990, 485:16,23,25\n\t24]","485:16,23,25\n\t24"
5275,353353,CARDINAL,[],"[299:2,3\n\t1990\]",353338,"[446:9\n\n308:22, 309:2,18\n\t298:5, 299:2,3\n\t1990\, 's]",446:9\n\n308:22
5276,353371,PRODUCT,[],[],353354,"[309:2,18\n\t298:5]","309:2,18\n\t298:5"
5277,353421,CARDINAL,[],[],353391,"[369:19\n\t2400, 265:23\n\n310:1]",369:19\n\t2400 265:23\n\n310:1
5278,353462,CARDINAL,[],[],353439,[466:1\n\t458:20\n\t24th],466:1\n\t458:20\n\t24th
5279,353468,CARDINAL,[466:1\n\t458:20\n\t24th],[],353463,"[466:1\n\t458:20\n\t24th, 284:8]",284:8
5280,353513,CARDINAL,[286:19\n\n320:13\n\t473:14],[388:16],353496,"[286:19\n\n320:13\n\t473:14, 474:7,25\n\t1990s, 388:16]","474:7,25\n\t1990s"
5281,353520,CARDINAL,[],[],353514,[388:16],388:16
5282,353537,CARDINAL,[],[],353521,[392:15\n\t327:14],392:15\n\t327:14
5283,353557,CARDINAL,[],[],353552,[279:6],279:6
5284,353599,ORG,[],[],353585,[458:13\n\t25/2],458:13\n\t25/2
5285,353615,CARDINAL,[],[],353600,[478:14\n\n15000],478:14\n\n15000
5286,353651,CARDINAL,[],[],353637,[273:18\n\t1994],273:18\n\t1994
5287,353680,CARDINAL,[368:25\n\t2555],[],353667,"[368:25\n\t2555, 266:4\n\n1528]",266:4\n\n1528
5288,353687,CARDINAL,[],[],353681,[269:10],269:10
5289,353704,CARDINAL,[],[],353688,[327:10\n\t273:23],327:10\n\t273:23
5290,353710,CARDINAL,[327:10\n\t273:23],[],353705,"[327:10\n\t273:23, 279:9]",279:9
5291,353738,ORG,[],[],353725,[458:9\n\t25th],458:9\n\t25th
5292,353745,CARDINAL,[],[],353739,[330:19],330:19
5293,353761,CARDINAL,[330:19],[],353746,"[330:19, 331:13\n\n15:47]",331:13\n\n15:47
5294,353768,CARDINAL,[],[],353762,[463:15],463:15
5295,353773,ORDINAL,[],[297:12],353769,"[15th, 297:12]",15th
5296,353801,DATE,[],[440:11\n\t478:15],353797,"[1963, 267:17, 274:6,9\n\t1st, 440:11\n\t478:15, 26]",1963
5297,353840,QUANTITY,[],[26],353802,"[267:17, 274:6,9\n\t1st, 440:11\n\t478:15, 26]","267:17 274:6,9\n\t1st 440:11\n\t478:15"
5298,353843,CARDINAL,[],[],353841,[26],26
5299,353871,ORG,[],[],353844,"[272:8\n\n\t\t2\n\n16, 366:24]",272:8\n\n\t\t2\n\n16 366:24
5300,353900,CARDINAL,[],[],353889,[296:19\n\t2],296:19\n\t2
5301,353913,CARDINAL,[],[],353907,[285:15],285:15
5302,353917,CARDINAL,[285:15],[],353914,"[285:15, 293]",293
5303,353923,CARDINAL,[],[],353920,[300],300
5304,353947,CARDINAL,[13\n\t264],[],353934,"[285:15, 293, -, 5, 300, -, 13\n\t264, 264:6\n\n1600]",264:6\n\n1600
5305,353953,PRODUCT,[],"[301:1,24\n\t\t27]",353948,"[265:3, 292:23\n\t300:8, 301:1,24\n\t\t27]",265:3
5306,353969,CARDINAL,[],[],353954,[292:23\n\t300:8],292:23\n\t300:8
5307,353986,CARDINAL,[292:23\n\t300:8],[],353970,"[292:23\n\t300:8, 301:1,24\n\t\t27]","301:1,24\n\t\t27"
5308,354069,CARDINAL,[],[],354058,"[307:5,23,25]","307:5,23,25"
5309,354081,CARDINAL,[],[],354078,[309],309
5310,354083,CARDINAL,[],[],354082,[4],4
5311,354087,PRODUCT,[4],[3297\n\t271],354084,"[4, 323, 8, 3297\n\t271]",323
5312,354089,CARDINAL,[],[],354088,[8],8
5313,354158,CARDINAL,[463:19\n\t308:22],[],354139,"[463:19\n\t308:22, 309:2,18\n\t\t27101]","309:2,18\n\t\t27101"
5314,354217,CARDINAL,[279:7],[],354178,"[279:7, 366:19,21\n\t310:1,10311:11,22\n\t\t272]","366:19,21\n\t310:1,10311:11,22\n\t\t272"
5315,354234,CARDINAL,[],"[367:11,17\n\t312:13,23, 267:15\n\n172]",354218,"[267:13\n\n366:24, 367:11,17\n\t312:13,23, 317:14\n\t444:11466:16,18, 466, -, 20, 472, -, 19\n\t273, 267:15\n\n172]",267:13\n\n366:24
5316,354287,CARDINAL,[],[],354284,[466],466
5317,354294,CARDINAL,[],[],354291,[472],472
5318,354374,MONEY,[],[.],354319,"[330:12\n\t318:3,11, 319:25\n\t\t274, 267:17,19\n\n1743.03, .]","330:12\n\t318:3,11 319:25\n\t\t274 267:17,19\n\n1743.03"
5319,354392,CARDINAL,[],[],354376,[290:21\n\t320:13],290:21\n\t320:13
5320,354414,CARDINAL,[],[],354399,[329:9\n\t473:20],329:9\n\t473:20
5321,354429,CARDINAL,[],"[267:21,23\n\n17:09]",354422,"[2/28/66, 269, -, 8\n\t275, 267:21,23\n\n17:09]",2/28/66
5322,354433,CARDINAL,[],[],354430,[269],269
5323,354461,CARDINAL,"[269, 8\n\t275]",[],354443,"[269, -, 8\n\t275, 267:21,23\n\n17:09]","267:21,23\n\n17:09"
5324,354492,PRODUCT,[],[],354462,"[508:4\n\t329:14,17,23\n\t\t276]","508:4\n\t329:14,17,23\n\t\t276"
5325,354509,CARDINAL,[],[],354494,"[268:2,4\n\n17th]","268:2,4\n\n17th"
5326,354540,CARDINAL,"[508:4\n\t329:14,17,23\n\t\t276, ,, 268:2,4\n\n17th]",[],354510,"[508:4\n\t329:14,17,23\n\t\t276, ,, 268:2,4\n\n17th, 471:3\n\t478:14,15, 507;!\n\tmi]","471:3\n\t478:14,15 507;!\n\tmi"
5327,354588,CARDINAL,"[v, /tU\n\t277]",[],354571,"[*, v, /tU\n\t277, 268:6\n\nVERITEXT]",268:6\n\nVERITEXT
5328,354617,CARDINAL,[],[],354614,[279],279
5329,354657,PRODUCT,[],[],354623,[                                  ],                                  
5330,354771,PERSON,[],[27th],354674,"[                                  , 212, -, 490, -, 3430\x0c\npgNbr=249\n[278, -, abreast]\n\nPage, 3\n\n278,  , 268:8\n, 27th,   ]",                                  212-490-3430\x0c\npgNbr=249\n[278 - abreast]\n\nPage 3\n\n278  
5331,354778,CARDINAL,[],[],354771,[268:8\n],268:8\n
5332,354783,ORDINAL,[268:8\n],[  ],354779,"[268:8\n, 27th,   ]",27th
5333,354786,ORG,[],[],354784,[  ],  
5334,354792,CARDINAL,[3\n\n278],[],354786,"[212, -, 490, -, 3430\x0c\npgNbr=249\n[278, -, abreast]\n\nPage, 3\n\n278,  , 268:8\n, 27th,   , 289:23]",289:23
5335,354800,CARDINAL,[],[],354793,[290:9\n],290:9\n
5336,354814,ORG,[290:9\n],[28],354801,"[290:9\n, 292:5327:15\n, 328:13, 28,  ]",292:5327:15\n
5337,354821,CARDINAL,[],[],354815,[328:13],328:13
5338,354824,CARDINAL,[328:13],[ ],354822,"[328:13, 28,  ]",28
5339,354831,CARDINAL,[],[],354826,[273:8],273:8
5340,354840,CARDINAL,"[292:5327:15\n, 273:8]",[282],354832,"[290:9\n, 292:5327:15\n, 328:13, 28,  , 273:8, 274:19\n, 282,   ]",274:19\n
5341,354844,CARDINAL,[],[  ],354841,"[282,   ]",282
5342,354847,ORG,[],[],354845,[  ],  
5343,354859,CARDINAL,[],"[  , 289]",354856,"[283,   , 268:12, 289,  ]",283
5344,354862,ORG,[],[],354860,[  ],  
5345,354872,CARDINAL,[268:12],[ ],354869,"[268:12, 289,  ]",289
5346,354885,DATE,[],[ ],354874,"[268:14, 28th,  ]",268:14 28th
5347,354897,CARDINAL,[],[],354887,"[314:2,23\n]","314:2,23\n"
5348,354907,CARDINAL,"[314:2,23\n]",[322:22],354898,"[314:2,23\n, 319:11,19, 322:3,13\n, 322:22]","319:11,19"
5349,354918,CARDINAL,[],[],354908,"[322:3,13\n]","322:3,13\n"
5350,354925,CARDINAL,"[322:3,13\n]",[],354919,"[322:3,13\n, 322:22]",322:22
5351,354934,CARDINAL,[],[292],354926,"[330:19\n, 331:14, 292,   ]",330:19\n
5352,354945,CARDINAL,[331:14],[  ],354942,"[331:14, 292,   ]",292
5353,354958,CARDINAL,[268:16],"[  , 268:19]",354955,"[268:16, 295,   , 268:19]",295
5354,354961,ORG,[],[],354959,[  ],  
5355,354971,CARDINAL,[],[ ],354968,"[297,  ]",297
5356,354984,DATE,[297],[ ],354973,"[297,  , 268:20, 29th,  ]",268:20 29th
5357,355016,DATE,[301:1\n],[  ],355000,"[301:1\n, 303:5,8,8,17, 2nd,   ]","303:5,8,8,17 2nd"
5358,355019,ORG,[],[],355017,[  ],  
5359,355025,CARDINAL,[],[],355019,[301:24],301:24
5360,355042,ORG,[],[],355040,[  ],  
5361,355054,CARDINAL,[269:2],"[303:7,20\n, 320:18\n]",355048,"[269:2, 301:22, 301:23, 303:7,20\n, 3193,   , 320:18\n]",301:22
5362,355061,ORG,[],[],355055,[301:23],301:23
5363,355072,PRODUCT,[301:23],[3193],355062,"[301:23, 303:7,20\n, 3193,   ]","303:7,20\n"
5364,355077,CARDINAL,[],[  ],355073,"[3193,   ]",3193
5365,355080,ORG,[],[],355078,[  ],  
5366,355088,CARDINAL,[],[],355080,[320:18\n],320:18\n
5367,355093,PRODUCT,[],"[  , 32202]",355089,"[3194,   , 269:4, 308:15, 320:12,19\n, 32,  , 275:19, 32202,   ]",3194
5368,355108,ORG,[],[],355094,"[  , 269:4, 308:15]",  269:4 308:15
5369,355120,CARDINAL,[308:15],"[32, 275:19]",355109,"[308:15, 320:12,19\n, 32,  , 275:19]","320:12,19\n"
5370,355123,CARDINAL,[],[ ],355121,"[32,  ]",32
5371,355137,CARDINAL,"[269:4, 320:12,19\n]",[  ],355132,"[269:4, 308:15, 320:12,19\n, 32,  , 275:19, 32202,   ]",32202
5372,355140,ORG,[],[],355138,[  ],  
5373,355152,CARDINAL,[],"[  , 269:10]",355149,"[325,   , 269:10]",325
5374,355155,ORG,[],[],355153,[  ],  
5375,355167,PRODUCT,[],[],355155,"[269:10, 328,  ]",269:10 328  
5376,355178,TIME,"[265:9,13, 325, 328]","[  , 265:18,19\n]",355167,"[265:9,13, 325,   , 269:10, 328,  , 269:12, 3290,   , 479:12, 330,  , 269:14, 332,  , 267:5, 336,  , 265:18,19\n]",269:12 3290
5377,355181,ORG,[],[],355179,[  ],  
5378,355191,CARDINAL,[479:12],[ ],355188,"[479:12, 330,  ]",330
5379,355203,CARDINAL,[],[ ],355200,"[332,  ]",332
5380,355214,CARDINAL,[],[ ],355211,"[336,  ]",336
5381,355230,CARDINAL,[],[  ],355228,"[35,   ]",35
5382,355233,ORG,[],[],355231,[  ],  
5383,355243,CARDINAL,[],[5171],355240,"[358, -, 5171,   ]",358
5384,355251,ORG,[],[],355249,[  ],  
5385,355261,CARDINAL,[],[],355258,[358],358
5386,355279,CARDINAL,[],[  ],355277,"[36,   ]",36
5387,355282,ORG,[],[],355280,[  ],  
5388,355292,CARDINAL,[],"[389,   ]",355282,"[276:4, 3694, 478:5, 389,   ,   ]",276:4 3694
5389,355295,ORG,[],[],355293,[  ],  
5390,355304,CARDINAL,[478:5],[  ],355301,"[478:5, 389,   ]",389
5391,355307,ORG,[],[],355305,[  ],  
5392,355317,ORDINAL,[269:16],[  ],355314,"[269:16, 3rd,   ]",3rd
5393,355333,PERSON,[3rd],"[  , 264:20\n\t800]",355318,"[269:16, 3rd,   ,   , 509:17\n\t482,   , 314:5, 495,   , 269:24, 4th,   , 264:20\n\t800,   ]",  509:17\n\t482
5394,355336,ORG,[],[],355334,[  ],  
5395,355345,CARDINAL,[314:5],[  ],355342,"[314:5, 495,   ]",495
5396,355348,ORG,[],[],355346,[  ],  
5397,355358,ORDINAL,[269:24],[  ],355355,"[269:24, 4th,   ]",4th
5398,355361,ORG,[],[],355359,[  ],  
5399,355374,CARDINAL,"[495, 4th]",[  ],355361,"[314:5, 495,   , 269:24, 4th,   , 264:20\n\t800,   ]",264:20\n\t800
5400,355377,ORG,[],[],355375,[  ],  
5401,355390,CARDINAL,[],[],355384,[272:21],272:21
5402,355398,ORG,[272:21],[],355391,"[272:21, 273:5\n]",273:5\n
5403,355402,CARDINAL,"[267:13, 273:5\n]","[  , 803]",355399,"[267:13, 272:21, 273:5\n, 802,   , 267:15, 273:17\n, 803,   ]",802
5404,355405,ORG,[],[],355403,[  ],  
5405,355420,PRODUCT,[267:15],[],355412,"[267:15, 273:17\n]",273:17\n
5406,355424,CARDINAL,[273:17\n],[  ],355421,"[267:15, 273:17\n, 803,   ]",803
5407,355427,ORG,[],[],355425,[  ],  
5408,355433,CARDINAL,[],[],355427,[267:17],267:17
5409,355441,PRODUCT,[267:17],[],355434,"[267:17, 274:5\n]",274:5\n
5410,355445,CARDINAL,[274:5\n],"[  , 267:19]",355442,"[267:17, 274:5\n, 804,   , 267:19]",804
5411,355448,ORG,[],[],355446,[  ],  
5412,355454,CARDINAL,[],[],355448,[267:19],267:19
5413,355474,PRODUCT,[274:15],"[267:21275:5\n, 275:17\n,   ]",355462,"[274:15, 274:21\n, 805, 805,   , 267:21275:5\n, 806,   , 267:23, 275:17\n, 807,   ,   ]",274:21\n 805
5414,355490,CARDINAL,[805],[806],355477,"[805,   , 267:21275:5\n, 806,   ]",267:21275:5\n
5415,355494,CARDINAL,[],[  ],355491,"[806,   ]",806
5416,355497,ORG,[],[],355495,[  ],  
5417,355516,CARDINAL,[],[  ],355513,"[807,   ]",807
5418,355534,DATE,[],[ ],355525,"[276:2, 80s,  ]",276:2 80s
5419,355542,GPE,[],[],355536,[495:25],495:25
5420,355564,CARDINAL,[496:14],[  ],355561,"[496:14, 816,   ]",816
